,Unnamed: 0,GMLID,LocalId,Namespace,Version,NatlStationCode,Name,Municipality,EUStationCode,ActivityBegin,ActivityEnd,Latitude,Longitude,SRSName,Altitude,AltitudeUnit,AreaClassification,BelongsTo
64,64,STA-FR03029,STA-FR03029,FR.LCSQA-INERIS.AQ,2,FR03029,AIX CENTRE ECOLE ART,AIX-EN-PROVENCE,FR03029,1997-05-09T00:00:00+01:00,,43.530285,5.440912,urn:ogc:def:crs:EPSG::4326,192,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
65,65,STA-FR03030,STA-FR03030,FR.LCSQA-INERIS.AQ,2,FR03030,GARDANNE,GARDANNE,FR03030,1985-11-05T00:00:00+01:00,,43.453583,5.466672,urn:ogc:def:crs:EPSG::4326,203,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
66,66,STA-FR03031,STA-FR03031,FR.LCSQA-INERIS.AQ,1,FR03031,CADARACHE/DURANCE,SAINT-PAUL-LES-DURANCE,FR03031,1993-11-23T00:00:00+01:00,2014-02-07T00:00:00+01:00,43.708584,5.758152,urn:ogc:def:crs:EPSG::4326,285,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural,FR.LCSQA-INERIS.AQ/NET-FR070A
67,67,STA-FR03032,STA-FR03032,FR.LCSQA-INERIS.AQ,2,FR03032,AUBAGNE LES PASSONS,AUBAGNE,FR03032,2010-09-06T00:00:00+01:00,,43.293137,5.574184,urn:ogc:def:crs:EPSG::4326,132,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
68,68,STA-FR03037,STA-FR03037,FR.LCSQA-INERIS.AQ,2,FR03037,VALLEE HUVEAUNE,LA PENNE-SUR-HUVEAUNE,FR03037,1995-07-01T00:00:00+01:00,,43.28334,5.511384,urn:ogc:def:crs:EPSG::4326,74,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
69,69,STA-FR03043,STA-FR03043,FR.LCSQA-INERIS.AQ,2,FR03043,MARSEILLE 5 AVENUES,MARSEILLE 4E ARRONDISSEMENT,FR03043,1995-06-06T00:00:00+01:00,,43.305286,5.394716,urn:ogc:def:crs:EPSG::4326,73,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
70,70,STA-FR03045,STA-FR03045,FR.LCSQA-INERIS.AQ,1,FR03045,MARSEILLE MARGUERITE,MARSEILLE 9E ARRONDISSEMENT,FR03045,1995-07-04T00:00:00+01:00,2013-10-10T00:00:00+01:00,43.26022,5.411003,urn:ogc:def:crs:EPSG::4326,40,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
71,71,STA-FR03046,STA-FR03046,FR.LCSQA-INERIS.AQ,1,FR03046,LA CIOTAT,LA CIOTAT,FR03046,1998-01-08T00:00:00+01:00,2013-10-10T00:00:00+01:00,43.18659,5.607593,urn:ogc:def:crs:EPSG::4326,19,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
72,72,STA-FR03047,STA-FR03047,FR.LCSQA-INERIS.AQ,1,FR03047,MARSEILLE THIERS NOA,MARSEILLE 1ER ARRONDISSEMENT,FR03047,1998-10-01T00:00:00+01:00,2014-01-10T00:00:00+01:00,43.296967,5.383156,urn:ogc:def:crs:EPSG::4326,21,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
73,73,STA-FR03048,STA-FR03048,FR.LCSQA-INERIS.AQ,2,FR03048,AIX PLATANES,AIX-EN-PROVENCE,FR03048,2000-06-02T00:00:00+01:00,,43.55578,5.461232,urn:ogc:def:crs:EPSG::4326,296,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
74,74,STA-FR03060,STA-FR03060,FR.LCSQA-INERIS.AQ,2,FR03060,LA SEYNE GENOUD,LA SEYNE-SUR-MER,FR03060,2009-08-01T00:00:00+01:00,,43.101566,5.875404,urn:ogc:def:crs:EPSG::4326,8,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
75,75,STA-FR03062,STA-FR03062,FR.LCSQA-INERIS.AQ,1,FR03062,TOULON CHALUCET,TOULON,FR03062,1997-06-23T00:00:00+01:00,2014-08-29T00:00:00+01:00,43.127476,5.927086,urn:ogc:def:crs:EPSG::4326,12,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
76,76,STA-FR03063,STA-FR03063,FR.LCSQA-INERIS.AQ,1,FR03063,TOULON ARSENAL,TOULON,FR03063,1998-03-20T00:00:00+01:00,2015-12-17T00:00:00+01:00,43.124584,5.924399,urn:ogc:def:crs:EPSG::4326,2,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
77,77,STA-FR03064,STA-FR03064,FR.LCSQA-INERIS.AQ,2,FR03064,LA VALETTE/LA GARDE,LA VALETTE-DU-VAR,FR03064,1999-07-17T00:00:00+01:00,,43.135902,6.011513,urn:ogc:def:crs:EPSG::4326,64,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
78,78,STA-FR03067,STA-FR03067,FR.LCSQA-INERIS.AQ,3,FR03067,BRIGNOLES,BRIGNOLES,FR03067,2002-06-24T00:00:00+01:00,,43.39873,6.075611,urn:ogc:def:crs:EPSG::4326,269,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
79,79,STA-FR03068,STA-FR03068,FR.LCSQA-INERIS.AQ,2,FR03068,TOULON FOCH,TOULON,FR03068,2002-02-01T00:00:00+01:00,,43.12682,5.921605,urn:ogc:def:crs:EPSG::4326,6,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
80,80,STA-FR03069,STA-FR03069,FR.LCSQA-INERIS.AQ,2,FR03069,HYERES,HYÈRES,FR03069,2004-05-27T00:00:00+01:00,2023-01-16T00:00:00+01:00,43.119736,6.131319,urn:ogc:def:crs:EPSG::4326,32,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
81,81,STA-FR03070,STA-FR03070,FR.LCSQA-INERIS.AQ,3,FR03070,ESTEREL,FRÉJUS,FR03070,2015-10-15T00:00:00+01:00,,43.437874,6.76839,urn:ogc:def:crs:EPSG::4326,5,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
82,82,STA-FR03071,STA-FR03071,FR.LCSQA-INERIS.AQ,2,FR03071,TOULON CLARET,TOULON,FR03071,2016-11-26T00:00:00+01:00,,43.13111,5.924184,urn:ogc:def:crs:EPSG::4326,26,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
83,83,STA-FR03080,STA-FR03080,FR.LCSQA-INERIS.AQ,2,FR03080,AVIGNON   MAIRIE,AVIGNON,FR03080,1998-07-16T00:00:00+01:00,,43.949673,4.804341,urn:ogc:def:crs:EPSG::4326,19,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
84,84,STA-FR03084,STA-FR03084,FR.LCSQA-INERIS.AQ,2,FR03084,LE PONTET,LE PONTET,FR03084,1998-08-25T00:00:00+01:00,,43.960144,4.856731,urn:ogc:def:crs:EPSG::4326,21,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
85,85,STA-FR03086,STA-FR03086,FR.LCSQA-INERIS.AQ,3,FR03086,APT,APT,FR03086,2002-04-18T00:00:00+01:00,,43.88012,5.362038,urn:ogc:def:crs:EPSG::4326,202,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
86,86,STA-FR03087,STA-FR03087,FR.LCSQA-INERIS.AQ,4,FR03087,Avignon Semard,AVIGNON,FR03087,2009-11-02T00:00:00+01:00,2023-02-07T00:00:00+01:00,43.93706,4.824909,urn:ogc:def:crs:EPSG::4326,19,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
87,87,STA-FR03088,STA-FR03088,FR.LCSQA-INERIS.AQ,2,FR03088,CARPENTRAS,CARPENTRAS,FR03088,2012-03-16T00:00:00+01:00,,44.06035,5.067413,urn:ogc:def:crs:EPSG::4326,115,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR070A
88,88,STA-FR03091,STA-FR03091,FR.LCSQA-INERIS.AQ,1,FR03091,Avignon Rocade De Gaulle,AVIGNON,FR03091,2022-09-26T00:00:00+01:00,,43.9314,4.826875,urn:ogc:def:crs:EPSG::4326,21,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR070A
89,89,STA-FR04001,STA-FR04001,FR.LCSQA-INERIS.AQ,1,FR04001,ISSY-LES-MOULINEAUX,ISSY-LES-MOULINEAUX,FR04001,1986-01-04T00:00:00+01:00,2013-07-24T00:00:00+01:00,48.8225,2.2692,urn:ogc:def:crs:EPSG::4326,36,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
90,90,STA-FR04002,STA-FR04002,FR.LCSQA-INERIS.AQ,2,FR04002,GENNEVILLIERS,GENNEVILLIERS,FR04002,1986-01-08T00:00:00+01:00,,48.92972,2.294722,urn:ogc:def:crs:EPSG::4326,28,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
91,91,STA-FR04004,STA-FR04004,FR.LCSQA-INERIS.AQ,3,FR04004,PARIS 18eme,PARIS 18E ARRONDISSEMENT,FR04004,1986-01-21T00:00:00+01:00,,48.891666,2.346667,urn:ogc:def:crs:EPSG::4326,60,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
92,92,STA-FR04008,STA-FR04008,FR.LCSQA-INERIS.AQ,1,FR04008,CACHAN,CACHAN,FR04008,1994-07-07T00:00:00+01:00,2016-12-22T00:00:00+01:00,48.799442,2.330556,urn:ogc:def:crs:EPSG::4326,51,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
93,93,STA-FR04012,STA-FR04012,FR.LCSQA-INERIS.AQ,2,FR04012,Place Victor Basch,PARIS 14E ARRONDISSEMENT,FR04012,1991-01-01T00:00:00+01:00,,48.827778,2.3275,urn:ogc:def:crs:EPSG::4326,66,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
94,94,STA-FR04014,STA-FR04014,FR.LCSQA-INERIS.AQ,2,FR04014,PARIS 12eme,PARIS 12E ARRONDISSEMENT,FR04014,1991-09-07T00:00:00+01:00,,48.837223,2.3939,urn:ogc:def:crs:EPSG::4326,40,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
95,95,STA-FR04017,STA-FR04017,FR.LCSQA-INERIS.AQ,2,FR04017,NEUILLY-SUR-SEINE,NEUILLY-SUR-SEINE,FR04017,1986-01-01T00:00:00+01:00,,48.88139,2.278056,urn:ogc:def:crs:EPSG::4326,36,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
96,96,STA-FR04018,STA-FR04018,FR.LCSQA-INERIS.AQ,2,FR04018,AUBERVILLIERS,AUBERVILLIERS,FR04018,1988-01-01T00:00:00+01:00,,48.9039,2.3847,urn:ogc:def:crs:EPSG::4326,42,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
97,97,STA-FR04023,STA-FR04023,FR.LCSQA-INERIS.AQ,2,FR04023,CERGY-PONTOISE,CERGY,FR04023,2000-01-25T00:00:00+01:00,,49.04639,2.043056,urn:ogc:def:crs:EPSG::4326,85,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
98,98,STA-FR04024,STA-FR04024,FR.LCSQA-INERIS.AQ,2,FR04024,GONESSE,GONESSE,FR04024,2004-06-22T00:00:00+01:00,,48.99083,2.444722,urn:ogc:def:crs:EPSG::4326,65,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR004A
99,99,STA-FR04029,STA-FR04029,FR.LCSQA-INERIS.AQ,2,FR04029,VERSAILLES,VERSAILLES,FR04029,1990-11-16T00:00:00+01:00,,48.799168,2.130556,urn:ogc:def:crs:EPSG::4326,125,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR004A
100,100,STA-FR04031,STA-FR04031,FR.LCSQA-INERIS.AQ,2,FR04031,Av Champs Elysees,PARIS 8E ARRONDISSEMENT,FR04031,1990-01-24T00:00:00+01:00,,48.86889,2.311944,urn:ogc:def:crs:EPSG::4326,34,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
101,101,STA-FR04034,STA-FR04034,FR.LCSQA-INERIS.AQ,2,FR04034,VITRY-SUR-SEINE,VITRY-SUR-SEINE,FR04034,1991-03-23T00:00:00+01:00,,48.7758,2.3758,urn:ogc:def:crs:EPSG::4326,95,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
102,102,STA-FR04037,STA-FR04037,FR.LCSQA-INERIS.AQ,2,FR04037,PARIS 13eme,PARIS 13E ARRONDISSEMENT,FR04037,1991-07-19T00:00:00+01:00,,48.82861,2.360278,urn:ogc:def:crs:EPSG::4326,57,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
103,103,STA-FR04038,STA-FR04038,FR.LCSQA-INERIS.AQ,2,FR04038,Zone Rurale SO,SONCHAMP,FR04038,1991-09-05T00:00:00+01:00,,48.581944,1.883333,urn:ogc:def:crs:EPSG::4326,152,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR004A
104,104,STA-FR04048,STA-FR04048,FR.LCSQA-INERIS.AQ,2,FR04048,Zone Rurale Nord,SAINT-MARTIN-DU-TERTRE,FR04048,2000-05-04T00:00:00+01:00,,49.100277,2.343889,urn:ogc:def:crs:EPSG::4326,140,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR004A
105,105,STA-FR04049,STA-FR04049,FR.LCSQA-INERIS.AQ,2,FR04049,LES ULIS,LES ULIS,FR04049,2000-05-10T00:00:00+01:00,,48.679443,2.165556,urn:ogc:def:crs:EPSG::4326,159,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR004A
106,106,STA-FR04051,STA-FR04051,FR.LCSQA-INERIS.AQ,2,FR04051,ARGENTEUIL,ARGENTEUIL,FR04051,1992-06-25T00:00:00+01:00,,48.95139,2.223611,urn:ogc:def:crs:EPSG::4326,56,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
107,107,STA-FR04055,STA-FR04055,FR.LCSQA-INERIS.AQ,2,FR04055,PARIS 1er Les Halles,PARIS 1ER ARRONDISSEMENT,FR04055,2001-06-28T00:00:00+01:00,,48.86212,2.344616,urn:ogc:def:crs:EPSG::4326,35,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
108,108,STA-FR04058,STA-FR04058,FR.LCSQA-INERIS.AQ,2,FR04058,Auto A1 -Saint-Denis,SAINT-DENIS,FR04058,1993-01-22T00:00:00+01:00,,48.925278,2.356667,urn:ogc:def:crs:EPSG::4326,35,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
109,109,STA-FR04059,STA-FR04059,FR.LCSQA-INERIS.AQ,2,FR04059,SAINT-DENIS,SAINT-DENIS,FR04059,1991-01-01T00:00:00+01:00,,48.93722,2.361667,urn:ogc:def:crs:EPSG::4326,31,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
110,110,STA-FR04060,STA-FR04060,FR.LCSQA-INERIS.AQ,2,FR04060,PARIS 7eme,PARIS 7E ARRONDISSEMENT,FR04060,1992-02-27T00:00:00+01:00,,48.8572,2.2933,urn:ogc:def:crs:EPSG::4326,31,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
111,111,STA-FR04063,STA-FR04063,FR.LCSQA-INERIS.AQ,2,FR04063,MANTES-LA-JOLIE,MANTES-LA-JOLIE,FR04063,1992-02-27T00:00:00+01:00,,48.9964,1.7033,urn:ogc:def:crs:EPSG::4326,32,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR004A
112,112,STA-FR04066,STA-FR04066,FR.LCSQA-INERIS.AQ,2,FR04066,Zone rurale Sud,BOIS-HERPIN,FR04066,2002-07-08T00:00:00+01:00,,48.364166,2.236944,urn:ogc:def:crs:EPSG::4326,134,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR004A
113,113,STA-FR04069,STA-FR04069,FR.LCSQA-INERIS.AQ,2,FR04069,MELUN,MELUN,FR04069,1993-11-19T00:00:00+01:00,,48.54139,2.661389,urn:ogc:def:crs:EPSG::4326,56,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR004A
114,114,STA-FR04071,STA-FR04071,FR.LCSQA-INERIS.AQ,2,FR04071,Rue Bonaparte,PARIS 6E ARRONDISSEMENT,FR04071,1994-02-22T00:00:00+01:00,,48.856388,2.335278,urn:ogc:def:crs:EPSG::4326,32,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
115,115,STA-FR04098,STA-FR04098,FR.LCSQA-INERIS.AQ,2,FR04098,LOGNES,LOGNES,FR04098,2003-12-12T00:00:00+01:00,,48.84028,2.635278,urn:ogc:def:crs:EPSG::4326,80,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
116,116,STA-FR04099,STA-FR04099,FR.LCSQA-INERIS.AQ,2,FR04099,NOGENT-SUR-MARNE,NOGENT-SUR-MARNE,FR04099,2003-12-12T00:00:00+01:00,,48.840557,2.484444,urn:ogc:def:crs:EPSG::4326,88,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
117,117,STA-FR04100,STA-FR04100,FR.LCSQA-INERIS.AQ,2,FR04100,VILLEMOMBLE,VILLEMOMBLE,FR04100,2004-01-13T00:00:00+01:00,,48.881947,2.507222,urn:ogc:def:crs:EPSG::4326,85,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
118,118,STA-FR04101,STA-FR04101,FR.LCSQA-INERIS.AQ,2,FR04101,CHAMPIGNY-SUR-MARNE,CHAMPIGNY-SUR-MARNE,FR04101,2004-12-14T00:00:00+01:00,,48.816387,2.5175,urn:ogc:def:crs:EPSG::4326,74,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
119,119,STA-FR04105,STA-FR04105,FR.LCSQA-INERIS.AQ,1,FR04105,BAGNOLET,BAGNOLET,FR04105,2006-12-14T00:00:00+01:00,2016-01-02T00:00:00+01:00,48.8728,2.4219,urn:ogc:def:crs:EPSG::4326,89,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
120,120,STA-FR04118,STA-FR04118,FR.LCSQA-INERIS.AQ,2,FR04118,Place de l'Opéra,PARIS 2E ARRONDISSEMENT,FR04118,2011-01-24T00:00:00+01:00,,48.870274,2.3325,urn:ogc:def:crs:EPSG::4326,45,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
121,121,STA-FR04122,STA-FR04122,FR.LCSQA-INERIS.AQ,2,FR04122,RN6-MELUN,MELUN,FR04122,2008-10-30T00:00:00+01:00,,48.528057,2.653611,urn:ogc:def:crs:EPSG::4326,48,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban,FR.LCSQA-INERIS.AQ/NET-FR004A
122,122,STA-FR04123,STA-FR04123,FR.LCSQA-INERIS.AQ,2,FR04123,RN2-PANTIN,PANTIN,FR04123,2008-10-30T00:00:00+01:00,,48.90222,2.390833,urn:ogc:def:crs:EPSG::4326,44,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
123,123,STA-FR04131,STA-FR04131,FR.LCSQA-INERIS.AQ,2,FR04131,Boulevard Haussmann,PARIS 9E ARRONDISSEMENT,FR04131,2010-02-08T00:00:00+01:00,,48.873333,2.330278,urn:ogc:def:crs:EPSG::4326,42,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
124,124,STA-FR04135,STA-FR04135,FR.LCSQA-INERIS.AQ,2,FR04135,Boulevard Soult,PARIS 12E ARRONDISSEMENT,FR04135,2013-11-05T00:00:00+01:00,2023-03-14T00:00:00+01:00,48.83796,2.408061,urn:ogc:def:crs:EPSG::4326,44,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
125,125,STA-FR04141,STA-FR04141,FR.LCSQA-INERIS.AQ,2,FR04141,Quai des Celestins,PARIS 4E ARRONDISSEMENT,FR04141,1993-08-24T00:00:00+01:00,,48.85278,2.360556,urn:ogc:def:crs:EPSG::4326,35,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
126,126,STA-FR04142,STA-FR04142,FR.LCSQA-INERIS.AQ,2,FR04142,Zone Rurale Nord-Est,MONTGÉ-EN-GOËLE,FR04142,1993-05-15T00:00:00+01:00,,49.028057,2.750278,urn:ogc:def:crs:EPSG::4326,162,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional,FR.LCSQA-INERIS.AQ/NET-FR004A
127,127,STA-FR04143,STA-FR04143,FR.LCSQA-INERIS.AQ,2,FR04143,PARIS Centre,PARIS 4E ARRONDISSEMENT,FR04143,2011-01-01T00:00:00+01:00,2019-09-24T00:00:00+01:00,48.859,2.351,urn:ogc:def:crs:EPSG::4326,37,http://dd.eionet.europa.eu/vocabulary/uom/length/m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,FR.LCSQA-INERIS.AQ/NET-FR004A
